id,age,education,education_coarse,condition,extr,extr_prctl,extr_type,extr_pro,extr_pro_c,ATI,ATI_prctl,ATI_type,ATI_pro
xFUIWto4RmCeeumPCgjbNtAImRN5yiSloVAouDfzNJvqPROIFG5bsKsn4eSf5moQ,30,College/A levels,College,control,2,0.07748087478421034,intr,0.42251912521578966,0.17251912521578966,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
xhOenmPxZg2Xamuv9RuglRM7I0kS4EbwXBLaCbbJOzqUimM-zOznpsQDQHT6_oHl,31,No formal qualifications,Secondary school/GCSE or less,control,3.5,0.5835997148964526,extr,0.08359971489645257,-0.16640028510354743,4.222222222222222,0.9060031443079403,affine,0.40600314430794027
xomxxXqd-efAk86w4hQIUgj2K6NfDBp1eE_je14u-RMaUUXDP-LpjzmoFW_APXqH,35,College/A levels,College,inoculation,1.625,0.03364962507414461,intr,0.4663503749258554,0.2163503749258554,4,0.8550040836957316,affine,0.35500408369573155
XPjiAlRmjvRKSasneNda6ce8xb4M67_bn_JvuPXWNoe6u243oejJ3eLGueYumtJ8,26,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,3.25,0.4737151594442645,intr,0.02628484055573549,-0.2237151594442645,2.5555555555555554,0.26715276869871313,non-affine,0.23284723130128687
XPRoysziOl9xDD0YZbLLmA-WSBhfn5a1V6byyXAis7UJgr0h62dSQAvHu2C2kQrE,30,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.125,0.09968765962952227,intr,0.40031234037047775,0.15031234037047775,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
XpZeqC_VL_PYAWThHVfPdVyReNYWuodudUDGglTRGuh_SSZXarif9OqZoDFzOKrC,22,Undergraduate degree (BA/BSc/other),Undergraduate degree,inoculation,3.75,0.7090329485260027,extr,0.20903294852600274,-0.04096705147399726,2.2222222222222223,0.15647678378182311,non-affine,0.3435232162181769
xQEQZtYaNug14oKFuoV-N-rI43pakwoHygM0T9qoKuHMwYFFtJoBfjnLxOZ_9uHF,24,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,4.125,0.8288011057972369,extr,0.32880110579723687,0.07880110579723687,3,0.45832630776244876,non-affine,0.04167369223755124
xR0XB0qGnfW8T76cDYy8ZFx-LBlQ1BRQE5jp2j3vVMBuKm09tHjB7FHUCdr0M8Xg,36,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3,0.3959915750573616,intr,0.1040084249426384,-0.1459915750573616,3.888888888888889,0.8235400564360852,affine,0.3235400564360852
xRLEvotsvusw5TNUTiwydqgKZR7BTSW92ZqNVvlTt8_m-3St8NAE2SZC73QAoAt2,32,Secondary school/GCSE,Secondary school/GCSE or less,control,1.75,0.0438306817617659,intr,0.4561693182382341,0.2061693182382341,4,0.8550040836957316,affine,0.35500408369573155
Xu7ndWvDXM8Pn24KJxUfaCGg1xRobVOaui0fxwx_wBCJPPdR0nX2yWvmQ0D5cMEC,28,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.5,0.19525422492046848,intr,0.3047457750795315,0.05474577507953149,2.3333333333333335,0.18947165205564176,non-affine,0.31052834794435824
y62hGK5jX9iFmuAtikFG7rrN6tozbixFpHY03a3lDPZ10gqIkaWlpWNBaiQsvx81,33,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,inoculation,2.125,0.10865816733284132,intr,0.39134183266715866,0.14134183266715866,4,0.8550040836957316,affine,0.35500408369573155
Ye5AUl2TqcOyu2-QdNOUvkI_4GGnq-A1qlMgnHa62qa7CkG2k4JL9sp7FQ7nB9po,38,Secondary school/GCSE,Secondary school/GCSE or less,control,3.125,0.45356210299507776,intr,0.046437897004922235,-0.20356210299507776,2.888888888888889,0.4075506654302435,non-affine,0.09244933456975651
YFMoBTsmjKtYHNzn4ffD1KywU6RqaynTH_EYMHamu8s6O0ldepNTPxA5bMG96Fl8,36,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,1.75,0.05077736007823844,intr,0.4492226399217616,0.1992226399217616,4.555555555555555,0.9558220062871597,affine,0.45582200628715974
yL3p0KDxQqzCU1D0E_MxEcHXTPZnjJmpQTxt7Wgg2cOp8sfv0SCxCDvm9PsROfoN,38,College/A levels,College,inoculation,2.625,0.2507211179573997,intr,0.2492788820426003,-7.211179573997084e-4,1.5555555555555556,0.03719252224216346,non-affine,0.46280747775783654
yNBjmVTdrnBSVnPNtNdYbc1_A0KnUy-zqmvgnUPprX-7DQKh7oUbjg09_bjHv7cx,29,Undergraduate degree (BA/BSc/other),Undergraduate degree,control,2.375,0.1573293969362782,intr,0.34267060306372177,0.09267060306372177,4.555555555555555,0.9558220062871597,affine,0.45582200628715974
YnflMANHShq2iw5RGsFRdz25EJFDNty0qY1K05WklCiHIiEmZ507eajVdtrlaSpe,38,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,3.375,0.5639970554159773,extr,0.06399705541597733,-0.18600294458402267,3.3333333333333335,0.6113907830650629,affine,0.11139078306506289
yu2sPGUjhxw9EF_7kkHRU_Wsbmv2NwRhhkhqKh8pdIpRoAE012j0Nna-Bm5vyk4P,23,College/A levels,College,inoculation,2.375,0.14932660995387737,intr,0.35067339004612263,0.10067339004612263,4.555555555555555,0.9558220062871597,affine,0.45582200628715974
YUfeTUKwB5bk-2e7i25Z6S1tGumsHZ4sIHeK_IRKkbNH7Y3HOIq-NFVQtZpdKs6y,23,College/A levels,College,control,2,0.07205244218594012,intr,0.4279475578140599,0.1779475578140599,2.5555555555555554,0.26715276869871313,non-affine,0.23284723130128687
YWhYbUdO4u26V6ZfxZmZ8K6rhxxpVtaXELOpjgVQorVNn4U_hhwPkBJEPg-Z4zQu,21,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,2.5,0.20232838096364308,intr,0.2976716190363569,0.047671619036356916,3.7777777777777777,0.7880697379814923,affine,0.28806973798149227
z-Fta4Z4APOC47oByRV6H3wX9C1MCETYZUvKrsFe7vk6uTsVaNldbmZdGn00qjfh,22,Secondary school/GCSE,Secondary school/GCSE or less,inoculation,2,0.07842723629416878,intr,0.4215727637058312,0.1715727637058312,3.2222222222222223,0.5610952969881974,affine,0.06109529698819738
Z0u--MZRI-cgKnVXd8UWGIJogSuMZuonw5cDkzOjJjUYNTGCiCOjKlPBQsZAadCT,24,Graduate degree (MA/MSc/MPhil/other),Graduate/doctorate degree,control,4.5,0.9147792423619474,extr,0.4147792423619474,0.1647792423619474,3.4444444444444446,0.6598833175440008,affine,0.15988331754400076
zvKLsVgakyr1NWL17zT-yHSflu6TkBNvcZfrni79lsrBTfX6-Ng-9X3SAub6BJmy,34,College/A levels,College,inoculation,3.75,0.6895670996736981,extr,0.18956709967369811,-0.060432900326301886,2.4444444444444446,0.22643286628317424,non-affine,0.27356713371682573
